FR,English,Popularity
correspond,correspond,2953
analyse,to analyse,2954
retire,took of,2955
mystère,mystery,2956
maîtresse,teacher,2957
port,Harbor,2958
tension,voltage,2959
qualité,quality,2960
nationale,national,2961
respecte,respecting,2962
vierge,Virgin,2963
piano,piano,2964
secteur,sector,2965
espérons,hope,2966
devoirs,homework,2967
pot,pot,2968
contacter,contact,2969
secrète,secrete,2970
dispute,dispute,2971
cigarette,cigarette,2972
manques,gossip,2973
bouffe,food,2974
jugement,judgement,2975
idiots,idiots,2976
courageux,brave,2977
limites,limits,2978
bibliothèque,library,2979
désir,desire,2980
condition,condition,2981
sales,dirty,2982
courrier,mail,2983
volant,flying,2984
merveilleuse,wonderful,2985
fumée,smoke,2986
chanceux,fortunate,2987
expert,expert,2988
anne,anne,2989
rick,rick,2990
lève-toi,get up,2991
tasse,Cup,2992
poussé,pushed,2993
étrangers,foreigners,2994
censée,supposed,2995
permettez,allow,2996
hall,lobby,2997
approcher,approach,2998
that,THAT,2999
greg,Greg,3000
pile,battery,3001
japonais,Japanese,3002
soigner,to tend to,3003
urgences,emergencies,3004
effets,effects,3005
essai,test,3006
fruits,fruits,3007
yo,yo,3008
remplir,to fill,3009
commençons,let's start,3010
miles,miles,3011
donnera,will give,3012
soins,care,3013
charlotte,charlotte,3014
risqué,risk,3015
avouer,confess,3016
passés,passed,3017
épreuve,test,3018
vivants,living,3019
conduite,conduct,3020
p,p,3021
robin,robin,3022
chffffff,chffffff,3023
découvre,discover,3024
avantage,advantage,3025
retenir,to hold onto,3026
love,love,3027
miroir,mirror,3028
etat,state,3029
procédure,procedure,3030
verres,glasses,3031
copie,copy,3032
jaune,yellow,3033
dames,ladies,3034
betty,betty,3035
efforts,efforts,3036
proposé,propose,3037
blessée,injured,3038
crie,calls out,3039
voyager,to travel,3040
disque,disk,3041
golf,golf,3042
annuler,to cancel,3043
section,section,3044
catherine,catherine,3045
aube,dawn,3046
précis,precise,3047
appellerai,call,3048
doug,Doug,3049
etes-vous,Are you,3050
lumières,lights,3051
helen,helen,3052
briser,to break,3053
fait-il,it does,3054
vampire,vampire,3055
échec,failure,3056
mexique,Mexico,3057
figure,figure,3058
repose,rests,3059
urgent,urgent,3060
profil,profile,3061
médical,medical,3062
chiffres,figures,3063
carrément,downright,3064
pointe,point,3065
is,is,3066
interroger,interrogate,3067
sauce,sauce,3068
séance,session,3069
fiancé,fiancé,3070
chaude,hot,3071
sacs,bags,3072
vivait,lived,3073
aimerai,would like,3074
alliez,go,3075
partage,share,3076
johnson,Johnson,3077
assise,seated,3078
foot,football,3079
accusation,charge,3080
bagages,luggage,3081
boule,Bowl,3082
copains,friends,3083
nu,naked,3084
patience,patience,3085
suivez,follow,3086
criminels,criminal,3087
poissons,Pisces,3088
fermez,close,3089
bleue,blue,3090
tyler,tyler,3091
égal,equal,3092
organiser,to organise,3093
œuvre,artwork,3094
organisation,organization,3095
moto,motorbike,3096
parlerai,will speak,3097
texas,Texas,3098
attitude,attitude,3099
documents,documents,3100
étiez-vous,were you,3101
effort,effort,3102
enchantée,Nice to meet you,3103
restent,remain,3104
diriger,to manage,3105
apprends,learn,3106
proposition,proposal,3107
pareille,such,3108
terres,lands,3109
serpent,snake,3110
all,all,3111
audience,audience,3112
info,info,3113
voyait,saw,3114
télévision,television,3115
intéressé,interested,3116
pattes,paws,3117
possibilité,possibility,3118
football,soccer,3119
poison,poison,3120
maudit,damn,3121
cochon,pig,3122
reconnaître,to acknowledge,3123
paire,pair,3124
your,yur,3125
condamné,sentenced,3126
croyait,believed,3127
sauvage,Savage,3128
maximum,maximum,3129
domaine,domain,3130
drogues,drugs,3131
poussière,dust,3132
visiter,to visit,3133
nôtres,ours,3134
policiers,police officers,3135
rat,rat,3136
ajouter,add,3137
chambres,bedrooms,3138
séparer,to separate,3139
valise,suitcase,3140
idéal,ideal,3141
exprès,on purpose,3142
cooper,cooperate,3143
empereur,emperor,3144
forcer,force,3145
vincent,vincent,3146
juger,judge,3147
montagnes,mountain,3148
t-il,he,3149
printemps,spring,3150
rebecca,rebecca,3151
avoue,admit,3152
oliver,oliver,3153
faisaient,were doing,3154
allaient,were going,3155
profondément,deeply,3156
aides,aid,3157
collègue,coworker,3158
bonbons,candy,3159
fantômes,ghosts,3160
légende,legend,3161
embrasse,embrace,3162
suffisamment,enough,3163
disparition,disappearance,3164
suivante,next,3165
commencez,start,3166
poule,chicken,3167
semblez,seem to be,3168
éducation,education,3169
restée,remained,3170
dragon,dragon,3171
plaque,plaque,3172
prenons,Take,3173
auparavant,previously,3174
mobile,mobile,3175
peut-il,can he,3176
jamie,Jamie,3177
elizabeth,elizabeth,3178
malades,sick,3179
molly,molly,3180
invite,prompt,3181
musée,Museum,3182
connaissent,know,3183
elle-même,herself,3184
bijoux,jewelry,3185
refuser,refuse,3186
chers,Dear,3187
pensée,thought,3188
andrew,ANDREW,3189
psy,psychic,3190
saurais,know,3191
adultes,adults,3192
préviens,warran,3193
appart,appart,3194
chasser,hunt,3195
sable,sand,3196
balance,balance,3197
critique,critical,3198
fièvre,fever,3199
irais,iris,3200
terminer,to end,3201
brown,brown,3202
monstres,monsters,3203
angela,Angela,3204
leo,leo,3205
essaies,try,3206
coïncidence,coincidence,3207
charmante,charming,3208
née,born,3209
suggère,suggest,3210
raisonnable,reasonable,3211
conséquences,consequences,3212
jouait,played,3213
décisions,decisions,3214
lucas,lucas,3215
sensible,sensitive,3216
déposer,to file,3217
imagination,imagination,3218
objection,objection,3219
autorisation,authorisation,3220
faites-moi,make me,3221
chirurgie,surgery,3222
ordinaire,ordinary,3223
rouges,red,3224
voyez-vous,See you,3225
voudra,will,3226
vieilles,old,3227
hollywood,hollywood,3228
magazine,magazine,3229
matière,matter,3230
rentres,returns,3231
vend,sell,3232
pourrais-je,Could I,3233
libéré,released,3234
sexuelle,sexual,3235
posez,put,3236
bagarre,fight,3237
ross,ross,3238
solide,solid,3239
lié,linked,3240
marques,marks,3241
cercle,circle,3242
caroline,caroline,3243
sûrs,sure,3244
sortira,out,3245
étudiant,student,3246
extrêmement,extremely,3247
digne,worthy,3248
cirque,circus,3249
amen,Amen,3250
carlos,carlos,3251
congé,leave,3252
roy,roy,3253
prenait,taking,3254
boston,Boston,3255
meurent,die,3256
beurre,butter,3257
émotions,emotions,3258
causé,caused,3259
sortes,sorts,3260
el,el,3261
stade,Stadium,3262
entraîner,drive,3263
préférée,preferred,3264
allemand,German,3265
blonde,blonde hair,3266
japon,Japan,3267
sortis,out,3268
malheureux,unfortunate,3269
personnelle,personal,3270
barbara,Barbara,3271
épaule,shoulder,3272
était-ce,was it,3273
we,we,3274
pigé,pardon,3275
lls,LLS,3276
menacé,threatens,3277
arrivait,was coming,3278
taux,rate,3279
tireur,shooter,3280
mamie,granny,3281
3e,3rd,3282
supporte,support,3283
lignes,lines,3284
voyant,seeing,3285
examiner,examine,3286
terry,terry,3287
orange,orange,3288
nerveuse,nervous,3289
ouverture,opening,3290
patiente,patient,3291
huile,oil,3292
trouverez,find,3293
sire,sire,3294
mignonne,migning,3295
parfum,perfume,3296
retourné,return,3297
fêter,to celebrate,3298
publique,public,3299
invitée,invited,3300
incapable,unable,3301
cap,cap,3302
couleurs,colors,3303
sainte,holy,3304
accompagne,accompanied,3305
demi-heure,half hour,3306
camarade,comrade,3307
éliminer,eliminate,3308
croix,cross,3309
large,large,3310
moral,moral,3311
détail,detail,3312
wilson,Wilson,3313
thérapie,therapy,3314
troupes,troops,3315
froide,cold,3316
signature,signature,3317
pensons,think,3318
parker,parker,3319
donnée,given,3320
assistante,assistant,3321
éloigner,remove,3322
trahi,betrayed,3323
jo,OJ,3324
enterré,buried,3325
adaptation,adaptation,3326
brave,brave,3327
jeunesse,youth,3328
guérir,to cure,3329
officiers,officer,3330
recule,decline,3331
toby,toby,3332
machines,machines,3333
justin,justin,3334
sommet,Mountain peak,3335
géant,giant,3336
démons,demons,3337
taper,type,3338
linda,linda,3339
territoire,territory,3340
organisé,organized,3341
portefeuille,wallet,3342
sally,sally,3343
adorer,love,3344
scénario,scenario,3345
emprunter,to borrow,3346
tours,towers,3347
etes,are,3348
nate,nate,3349
alibi,alibi,3350
respecter,observe,3351
marchera,walk,3352
tentative,attempt,3353
décès,death,3354
rappelez,remember,3355
lord,lord,3356
livrer,deliver,3357
blessés,wounded,3358
donnent,give,3359
fêtes,holidays,3360
pressé,hurry,3361
frankie,Frankie,3362
davis,Davis,3363
supérieur,superior,3364
précieux,precious,3365
poil,hair,3366
rats,rats,3367
cave,cellar,3368
progrès,progress,3369
objectif,objective,3370
grosses,heavy,3371
cole,cole,3372
bruce,bruce,3373
armé,armed,3374
panne,breakdown,3375
iras,IRAS,3376
bains,baths,3377
officiellement,officially,3378
enculé,fucked,3379
difficiles,harsh,3380
renvoyer,dismiss,3381
miller,miller,3382
invitation,invitation,3383
allemagne,Germany,3384
loyer,rent,3385
plateau,tray,3386
trés,very,3387
mai,may,3388
humour,humor,3389
marcus,marcus,3390
olivia,olivia,3391
actes,acts,3392
êtres,beings,3393
cinglé,dawn,3394
moche,ugly,3395
suffisant,sufficient,3396
douée,talented,3397
obligée,obliged,3398
junior,junior,3399
boit,drinking,3400
juifs,Jews,3401
enfermé,shut in,3402
joseph,Joseph,3403
travaux,works,3404
approchez,approach,3405
jolies,pretty,3406
expression,expression,3407
cherchait,sought,3408
libres,free,3409
jordan,jordan,3410
race,race,3411
injuste,unfair,3412
gordon,gordon,3413
plu,enjoyed,3414
trafic,traffic,3415
eue,eae,3416
déplacer,to move,3417
exercice,exercise,3418
travaillent,working,3419
forts,strong,3420
épousé,marry,3421
do,do,3422
cabine,cabin,3423
miami,miami,3424
baise,fuck,3425
tenait,held,3426
changera,change,3427
populaire,popular,3428
descend,descend,3429
nager,swim,3430
ferons,do,3431
énervé,irritated,3432
nôtre,our,3433
électrique,electric,3434
devrais-je,Should I,3435
furieux,mad,3436
jessica,jessica,3437
nation,nation,3438
for,for,3439
placé,square,3440
traître,traitor,3441
juif,Jewish,3442
ouah,Wow,3443
cassette,cassette,3444
péché,peach,3445
instinct,instinct,3446
katie,katie,3447
derek,Derek,3448
remise,delivery,3449
allemands,German,3450
sexuel,sexual,3451
excitant,exciting,3452
enregistrement,registration,3453
foutez,fuck,3454
arrangé,arranged,3455
original,original,3456
agression,aggression,3457
rendez,set,3458
commandé,order,3459
ailes,wings,3460
employé,employee,3461
ricky,ricky,3462
boite,box,3463
petit-déjeuner,breakfast,3464
coupez,cut off,3465
avons-nous,have we,3466
angle,angle,3467
participer,to participate,3468
neveu,nephew,3469
activité,activity,3470
coucou,Cuckoo,3471
température,temperature,3472
bleus,blushes,3473
cherchent,they search,3474
bourse,stock Exchange,3475
reçois,Receive,3476
éternité,eternity,3477
poubelle,trash can,3478
harvey,Harvey,3479
milliards,billion,3480
vol.,flight.,3481
compétition,competition,3482
viol,rape,3483
marty,marty,3484
coté,quoted,3485
pouls,pulse,3486
laissez-le,let it,3487
jay,jay,3488
illégal,illegal,3489
termine,ended,3490
ranger,tidy,3491
élever,raise,3492
places,places,3493
autorité,authority,3494
échelle,ladder,3495
commission,commission,3496
tribu,tribe,3497
voleurs,thieves,3498
comédie,comedy,3499
seules,only,3500
accueil,Home,3501
pommes,apples,3502
premières,first,3503
autorisé,authorized,3504
taule,tail,3505
absurde,absurd,3506
souffrance,pain,3507
rattraper,catch up,3508
demi-tour,turn,3509
indiens,Indian,3510
transformer,transform,3511
parle-moi,talk to me,3512
mérites,merits,3513
dégâts,damage,3514
fermée,closed,3515
réception,reception,3516
french,french,3517
réservé,Reserve,3518
annulé,canceled,3519
wayne,wayne,3520
mercredi,Wednesday,3521
meme,same,3522
négatif,negative,3523
union,union,3524
deviennent,become,3525
durer,last,3526
semblent,appear,3527
bombes,bombs,3528
ivre,drunk,3529
avancez,advance,3530
témoigner,bear witness,3531
bah,Bah,3532
langage,language,3533
tunnel,tunnel,3534
chats,cats,3535
pur,pure,3536
poudre,powder,3537
oeuvre,artwork,3538
jour-là,day,3539
influence,affecting,3540
todd,todd,3541
méchants,bad guys,3542
by,by,3543
numéros,numbers,3544
récupéré,recovered,3545
pure,pure,3546
biens,goods,3547
garce,bitch,3548
tarte,tart,3549
tres,very,3550
hauteur,height,3551
carol,carol,3552
finale,final,3553
culture,culture,3554
revienne,come back,3555
pensiez,think,3556
pénis,penis,3557
crois-tu,do you believe,3558
déçu,disappointed,3559
production,production,3560
bible,Bible,3561
pierres,stones,3562
gants,gloves,3563
sous-sol,basement,3564
beth,beast,3565
oeufs,eggs,3566
nina,nina,3567
pouvons-nous,can we,3568
rumeurs,rumors,3569
intérêts,interests,3570
regardais,watched,3571
indice,index,3572
ministère,ministry,3573
brad,blad,3574
témoignage,testimony,3575
œufs,eggs,3576
effrayant,frightening,3577
fouiller,to frisk,3578
prier,pray,3579
diane,diane,3580
actrice,actress,3581
suspects,suspect,3582
soirs,evening,3583
pisser,piss,3584
causer,cause,3585
finira,finish,3586
entrepôt,warehouse,3587
oxygène,oxygen,3588
s.,s.,3589
marshall,Marshall,3590
west,West,3591
inquiètes,worry,3592
conclu,concluded,3593
souviens-toi,remember,3594
devras,DEVRAS,3595
francisco,francisco,3596
salade,salad,3597
indique,indicated,3598
matinée,morning,3599
flotte,fleet,3600
uns,one,3601
rage,rage,3602
amiral,admiral,3603
perdus,lost,3604
gagnant,winner,3605
mettent,put,3606
national,national,3607
frigo,fridge,3608
christ,Christ,3609
vince,vince,3610
sachant,knowing,3611
opérations,operations,3612
stress,stress,3613
tuera,kill,3614
grant,gravity,3615
lâchez,cowardly,3616
commander,order,3617
guide,guide,3618
blagues,jokes,3619
chic,chic,3620
comte,county,3621
fauteuil,armchair,3622
prises,taken,3623
vampires,vampires,3624
noble,noble,3625
apprécier,appreciate,3626
auteur,author,3627
kilos,kilos,3628
tuerai,kill,3629
séparés,separated,3630
l.a.,the.,3631
pouvaient,could,3632
principale,main,3633
bottes,boots,3634
semblerait,seem,3635
miens,mine,3636
foutue,fucking,3637
espion,spy,3638
album,album,3639
sortent,come out,3640
lou,lou,3641
violent,violent,3642
terroristes,terrorists,3643
énerve,irritated,3644
voudras,will want,3645
repartir,to share out,3646
spencer,spencer,3647
teddy,teddy,3648
serment,oath,3649
unités,units,3650
restait,remained,3651
promotion,promotion,3652
sure,safe,3653
division,division,3654
ron,ron,3655
viendrai,will come,3656
foie,liver,3657
puisses,powerful,3658
pardonne,forgiven,3659
robot,robot,3660
relax,Relax,3661
jess,I ss,3662
mères,mothers,3663
ethan,ethan,3664
joueurs,players,3665
rejoint,joined,3666
taisez-vous,shut up,3667
collection,collection,3668
stupides,stupid,3669
option,option,3670
communication,communication,3671
bizarres,bizarre,3672
rigole,laugh,3673
anges,angels,3674
vague,wave,3675
innocents,innocent,3676
lewis,lewis,3677
nombreuses,many,3678
laboratoire,laboratory,3679
soutenir,to support,3680
naturellement,naturally,3681
vends,sell,3682
floride,Florida,3683
charme,charm,3684
ian,Ian,3685
adjoint,deputy,3686
trouvait,found,3687
terroriste,terrorist,3688
paraître,appear,3689
clan,clan,3690
livraison,delivery,3691
jalouse,jealous,3692
retiré,took of,3693
efficace,effective,3694
revenus,income,3695
diplôme,diploma,3696
piégé,trap,3697
interne,internal,3698
ennuyeux,boring,3699
électricité,electricity,3700
ignorer,ignore,3701
buvez,drink,3702
pervers,perverse,3703
baby,baby,3704
gâché,spoils,3705
phase,phase,3706
trouvés,found,3707
repris,taken back,3708
enregistré,checked in,3709
besoins,needs,3710
révolution,revolution,3711
passons,Let's go,3712
sein,breast,3713
valait,worth,3714
barbe,beard,3715
pari,bet,3716
fans,fans,3717
dylan,Dylan,3718
connue,known,3719
commerce,trade,3720
formation,training,3721
habiller,dress,3722
fichu,fichu,3723
renseignements,information,3724
bêtises,foolery,3725
michelle,michelle,3726
parent,parent,3727
tina,tina,3728
commissariat,commissioner,3729
gratuit,free,3730
tuyau,pipe,3731
couvre,cover,3732
convient,agrees,3733
adoré,adored,3734
total,total,3735
oû,Where,3736
nancy,nancy,3737
autrefois,in the old days,3738
éteint,off,3739
étude,study,3740
fenêtres,Windows,3741
actuellement,currently,3742
écart,difference,3743
charger,load,3744
habitants,inhabitants,3745
comté,county,3746
étudié,studied,3747
bol,bowl,3748
dette,debt,3749
diner,having dinner,3750
rêver,dream,3751
interrompre,interrupt,3752
micro,microphone,3753
liens,connections,3754
plastique,plastic,3755
rompre,to break up,3756
éteindre,switch off,3757
dégoûtant,disgusting,3758
deviez,be sure,3759
minable,shabby,3760
égoïste,self-centered,3761
casey,Casey,3762
léger,light,3763
cigarettes,cigarettes,3764
sœurs,sisters,3765
edward,Edward,3766
réveillée,awake,3767
one,one,3768
cité,cited,3769
be,be,3770
culpabilité,guilt,3771
las,the ace,3772
adorerais,deny,3773
pourrons,can,3774
produire,produce,3775
nucléaire,nuclear,3776
russie,Russia,3777
rejoins,join,3778
tandis,while,3779
descendez,come down,3780
espagnol,Spanish,3781
volée,stolen,3782
vaisseaux,ships,3783
régime,diet,3784
pilules,pills,3785
aïe,Ouch,3786
empreinte,footprint,3787
russell,russell,3788
sain,healthy,3789
identifié,identified,3790
évidence,evidence,3791
fidèle,faithful,3792
trouveras,find,3793
diras,diras,3794
remède,remedy,3795
cimetière,graveyard,3796
couler,to flow,3797
1re,1st,3798
emporter,carry,3799
fâché,angry,3800
exécution,execution,3801
evidemment,obviously,3802
porno,porn,3803
devrez,will need,3804
cellules,cells,3805
éléments,elements,3806
rang,rank,3807
autorités,authorities,3808
laissera,leave,3809
hannah,hannah,3810
fierté,pride,3811
vérifiez,check,3812
travaillais,worked,3813
congrès,Congress,3814
détends-toi,Relax,3815
pratiquement,virtually,3816
enfui,fled,3817
métro,subway,3818
diamants,diamonds,3819
raymond,raymond,3820
façons,manners,3821
processus,process,3822
âmes,souls,3823
caution,bail,3824
lecture,reading,3825
rond,round,3826
camarades,comrades,3827
ressemblait,looked like,3828
écraser,to crush,3829
caractère,character,3830
trous,holes,3831
intelligence,intelligence,3832
renforts,reinforcement,3833
résister,resist,3834
sous-titres,subtitles,3835
roses,roses,3836
ressenti,feeling,3837
douze,twelve,3838
gus,gus,3839
instructions,instructions,3840
gibbs,gibbs,3841
plaindre,complain,3842
voudrez,want,3843
so,soy,3844
ali,ali,3845
exprimer,to express,3846
religion,religion,3847
survie,survival,3848
couches,layers,3849
pourri,rotten,3850
esclave,slave,3851
septembre,September,3852
particulièrement,particularly,3853
tradition,tradition,3854
dennis,Dennis,3855
aidez,help,3856
jusque,until,3857
commencent,begin,3858
stratégie,strategy,3859
chasseur,hunter,3860
intéressante,interesting,3861
walker,walker,3862
quinn,quinn,3863
guitare,guitar,3864
loué,rented,3865
attaché,attached,3866
nue,naked,3867
améliorer,to improve,3868
termes,terms,3869
soeurs,sisters,3870
randy,randy,3871
vidéos,videos,3872
amant,lover,3873
courte,short,3874
escalier,stairs,3875
owen,Owen,3876
bêtes,beasts,3877
défi,challenge,3878
gentils,kind,3879
rentrons,let's go,3880
créatures,creatures,3881
chirurgien,surgeon,3882
montre-moi,show me,3883
dollar,dollar,3884
quatrième,fourth,3885
changent,change,3886
souvenez-vous,remember,3887
accent,accent,3888
parlez-vous,do you speak,3889
personnalité,personality,3890
durs,hard,3891
commandement,commandment,3892
lampe,lamp,3893
kenny,Kenny,3894
crever,creek,3895
ken,Ken,3896
centrale,central,3897
oscar,Oscar,3898
espérer,to hope,3899
goûter,to taste,3900
nerfs,nerves,3901
grandir,grow,3902
préférerais,prefer,3903
feux,fire,3904
dépassé,outmoded,3905
tuez,kill,3906
faut-il,it is necessary to,3907
passant,passing,3908
totale,total,3909
rencontrée,met,3910
pro,pro,3911
carrie,carrie,3912
méchante,evil,3913
ressentir,to feel,3914
déclaré,declared,3915
dessin,design,3916
généreux,generous,3917
attendons,wait,3918
bourré,stuffed,3919
mn,mn,3920
manuel,manual,3921
officiel,official,3922
reconnaissance,acknowledgement,3923
boisson,drink,3924
embrassé,kissed,3925
savaient,knew,3926
appétit,appetite,3927
commandes,orders,3928
découverte,discovery,3929
risquer,risk,3930
entendue,heard,3931
excité,excited,3932
rouler,to roll,3933
câble,cable,3934
fume,smoke,3935
phrase,phrasing,3936
réveil,awakening,3937
avère,recognized,3938
champs,field,3939
disponible,available,3940
levé,survey,3941
julian,Julian,3942
dose,dose,3943
coma,coma,3944
cuisiner,to cook,3945
groupes,groups,3946
envoyée,sent,3947
dépêche,dispatch,3948
sociale,social,3949
assister,to assist,3950
comptez,count,3951
manières,manners,3952
mangez,eaten,3953
équipes,teams,3954
gère,manner,3955
mortel,deadly,3956
voies,pathways,3957
dick,dick,3958
événements,events,3959
indien,Indian,3960
enterrer,bury,3961
stylo,pen,3962
gamine,gamin,3963
homicide,homicide,3964
vais-je,I'm going,3965
laissons,let,3966
sue,sue,3967
détendre,loosen,3968
dis-leur,tell them,3969
blake,blake,3970
martha,martha,3971
regardant,looked,3972
riz,rice,3973
aurions,aerion,3974
correctement,correctly,3975
b.,b.,3976
ailles,ailles,3977
crée,created,3978
imagines,imagines,3979
transfert,transfer,3980
complexe,complex,3981
zut,Damn,3982
accueillir,to welcome,3983
ongles,nail,3984
portrait,portrait,3985
criminelle,criminal,3986
définitivement,definitively,3987
présenté,present,3988
remarque,remark,3989
désastre,disaster,3990
vraies,true,3991
métal,metal,3992
jennifer,jennifer,3993
traverse,cross,3994
italie,Italy,3995
laissez-nous,let us,3996
degrés,degrees,3997
connaissez-vous,Do you know,3998
up,upper,3999
coincée,stuck,4000
masse,mass,4001
etats-unis,United States,4002
pardonne-moi,forgive me,4003
drapeau,flag,4004
traîne,dragged,4005
croyez-vous,Do you believe,4006
plaire,to please,4007
baisé,fucked,4008
rappelez-vous,Remember,4009
reçoit,receives,4010
liz,liz,4011
devenus,become,4012
noix,nuts,4013
cabane,hut,4014
lion,Lion,4015
jonathan,jonathan,4016
budget,budget,4017
inde,India,4018
malédiction,curse,4019
souffert,suffered,4020
villes,cities,4021
keith,keith,4022
lot,lot,4023
militaires,military,4024
escaliers,stairs,4025
rumeur,rumor,4026
serviette,napkin,4027
commercial,commercial,4028
méthode,method,4029
eli,eli,4030
avenue,avenue,4031
autopsie,autopsy,4032
pue,pink,4033
cliente,client,4034
arrange,arrange,4035
venons,come,4036
descendu,descended,4037
intervention,intervention,4038
arrêtée,arrested,4039
chefs,heads,4040
priorité,priority,4041
serré,greenhouse,4042
italien,Italian,4043
quoique,though,4044
casino,casino,4045
acteurs,actors,4046
passeport,passport,4047
pomme,Apple,4048
sincèrement,truly,4049
ressources,resources,4050
environnement,environment,4051
can,can,4052
elena,elena,4053
connor,connor,4054
louise,louise,4055
rigoles,rag,4056
ellen,ellen,4057
menaces,threat,4058
regarde-toi,look at you,4059
toast,toast,4060
bâton,stick,4061
doutes,doubts,4062
préfères,preferred,4063
thanksgiving,Thanksgiving,4064
bail,lease,4065
réunis,gathered,4066
énormément,Verry much,4067
négocier,to negotiate,4068
remets,resetting,4069
sacrifice,sacrifice,4070
reconnaissant,grateful,4071
williams,Williams,4072
jeremy,jeremy,4073
citoyens,citizens,4074
abattu,beaten down,4075
habits,clothes,4076
otage,hostage,4077
tatouage,tattoo,4078
interview,interview,4079
couru,rank,4080
héroïne,heroin,4081
opérer,operate,4082
tendance,tendency,4083
rupture,breaking,4084
médias,media,4085
marqué,Mark,4086
batterie,battery,4087
enseigne,teaches,4088
manager,manager,4089
promener,to take a walk,4090
héritage,heritage,4091
écrivain,writer,4092
clown,clown,4093
ecoute-moi,listen to me,4094
positif,positive,4095
hitler,Hitler,4096
jungle,jungle,4097
équipement,equipment,4098
penny,penny,4099
complice,partner in crime,4100
réalise,realized,4101
préparez,prepare,4102
profite,take advantage of,4103
assuré,assured,4104
importantes,important,4105
mette,put,4106
pages,pages,4107
cousine,cousin,4108
tester,test,4109
génération,generation,4110
bâtard,bastard,4111
torture,torture,4112
putains,whore,4113
creuser,to dig,4114
mmm,mmm,4115
jacob,jacob,4116
a-t-on,have we,4117
loyauté,loyalty,4118
techniquement,technically,4119
cravate,tie,4120
mourra,mourra,4121
effacer,to erase,4122
t-shirt,T-shirt,4123
brigade,brigade,4124
événement,event,4125
rappelé,recalled,4126
dises,saying,4127
étranges,strange,4128
collège,middle School,4129
leader,leader,4130
ténèbres,darkness,4131
samantha,Samantha,4132
trompes,troop,4133
associés,associates,4134
examens,examination,4135
taré,tare,4136
bart,bart,4137
dent,tooth,4138
dangereuse,dangerous,4139
poumons,lungs,4140
holly,holly,4141
destruction,destruction,4142
bateaux,boats,4143
trouvais,found,4144
pires,worst,4145
charité,charity,4146
considère,considered,4147
révérend,reverend,4148
retrouvée,found,4149
girl,girl,4150
surement,certainly,4151
expériences,experiences,4152
quart,quarter,4153
poches,pockets,4154
désire,longed for,4155
boîtes,boxes,4156
malcolm,malcolm,4157
moderne,modern,4158
résolu,resolved,4159
manges,eat,4160
mentionné,noted,4161
pétrole,oil,4162
solitaire,solitary,4163
essayant,trying,4164
démarre,started,4165
arracher,to tear out,4166
tendre,tender,4167
sincère,sincere,4168
issue,exit,4169
saut,jump,4170
débrouiller,get off,4171
mickey,Mickey,4172
regardait,watched,4173
white,WHITE,4174
devaient,were to,4175
timide,timid,4176
chevalier,knight,4177
r,r,4178
précisément,precisely,4179
continues,continuous,4180
halloween,halloween,4181
ordures,garbage,4182
volontaire,voluntary,4183
interrogatoire,examination,4184
trahison,treason,4185
vomir,To vomit,4186
tueurs,killers,4187
travis,travis,4188
confirmé,confirmed,4189
cri,shout,4190
clay,clay,4191
cassée,broken,4192
soucie,worry,4193
censés,supposed,4194
adrian,adrian,4195
siècles,centuries,4196
cruel,cruel,4197
plaisantez,pleasing,4198
agi,ache,4199
probable,likely,4200
scandale,scandal,4201
laissent,leave,4202
otages,hostages,4203
invisible,invisible,4204
mélange,mixed,4205
responsabilités,responsibilities,4206
ashley,ashley,4207
harold,Harold,4208
albert,albert,4209
importants,important,4210
attendrai,wait,4211
déménager,to move out,4212
perdez,lose,4213
visages,faces,4214
échantillon,sample,4215
explosé,exploded,4216
jouent,are playing,4217
homer,homer,4218
nan,Nope,4219
flash,flash,4220
systèmes,systems,4221
usa,USA,4222
simples,simple,4223
christine,christine,4224
charges,burden,4225
funérailles,funeral,4226
ressembler,look like,4227
césar,Caesar,4228
evan,Evan,4229
jouets,toys,4230
chaos,chaos,4231
mm-hmm,mm-hmm,4232
green,green,4233
outils,tools,4234
audrey,Audrey,4235
résistance,resistance,4236
dessert,dessert,4237
cons,cons,4238
insiste,insists,4239
veuve,widow,4240
riley,riley,4241
effectivement,effectively,4242
dernièrement,recently,4243
neil,Neil,4244
moyenne,average,4245
logan,logan,4246
contient,contains,4247
espagne,Spain,4248
virée,fired,4249
épaules,shoulders,4250
stone,stone,4251
passe-moi,pass me,4252
altesse,highness,4253
gênant,annoying,4254
voter,vote,4255
manquait,lacked,4256
laisse-la,leave her,4257
protégé,protected,4258
esclaves,slave,4259
arrêtera,stop,4260
construction,construction,4261
utilisez,Use,4262
cadavres,corpses,4263
immense,immense,4264
net,net,4265
renvoyé,returned,4266
population,population,4267
mondiale,world,4268
juillet,July,4269
capacité,capacity,4270
sortait,went out,4271
expliqué,Explain,4272
va-t-on,we're going,4273
sensation,sensation,4274
sien,his,4275
mason,mason,4276
retenu,retaining,4277
informer,inform,4278
récupère,recovery,4279
ordonné,ordered,4280
potentiel,potential,4281
baisser,to lower,4282
admire,admire,4283
morale,moral,4284
pasteur,pastor,4285
patrouille,patrol,4286
connerie,bullshit,4287
impact,impact,4288
partant,starting,4289
baseball,baseball,4290
sel,salt,4291
conducteur,driver,4292
maintenir,to keep,4293
stable,stable,4294
motel,motel,4295
pourront,can,4296
poker,poker,4297
abattre,tear down,4298
