ES,English,Popularity
bebiendo,Drinking,2867
adorable,lovely,2868
ayudó,helped,2869
ciego,blind,2870
falsa,false,2871
jo,jo.,2872
sara,Sara.,2873
bestia,beast,2874
alteza,high King,2875
deseos,wishes,2876
episodio,episode,2877
celda,cell,2878
llevarlo,carry it,2879
aguanta,hold,2880
vengas,come,2881
jueves,Thursday,2882
montañas,moutains,2883
pensamientos,thoughts,2884
medianoche,midnight,2885
llevarme,take care of,2886
garganta,throat,2887
sesión,session,2888
pensaste,Thought,2889
diles,Dilles.,2890
muera,Die,2891
coma,eat,2892
sentimos,Sorry,2893
creas,Creas.,2894
escribe,writes,2895
identificación,ID,2896
circunstancias,circumstances,2897
preguntado,Asked,2898
veneno,poison,2899
primavera,spring,2900
súper,Super,2901
vuestros,your,2902
queríamos,We wanted,2903
aquello,that,2904
preocuparse,to worry,2905
martes,Tuesday,2906
feo,ugly,2907
cristo,Christ,2908
francisco,Francisco,2909
howard,HOWARD.,2910
virgen,Virgin,2911
distrito,district,2912
decidió,He decided,2913
reputación,reputation,2914
socorro,Help,2915
encontraré,I'll find,2916
castigo,punishment,2917
dígale,Tell him.,2918
límite,limit,2919
junta,meeting,2920
ponerte,Put yourself,2921
casados,married,2922
líneas,lines,2923
estudios,studies,2924
muévanse,move,2925
audiencia,audience,2926
helen,Helen.,2927
nació,was born,2928
mato,Mato.,2929
jugador,player,2930
hmm,Hmm,2931
humo,smoke,2932
popular,popular,2933
nación,nation,2934
conocimos,We met.,2935
tropas,troops,2936
sucediendo,happening,2937
explicación,Explanation,2938
salen,Sale,2939
discúlpeme,excuse me,2940
presentar,present,2941
donna,Donna.,2942
celebrar,celebrate,2943
competencia,competence,2944
envía,Send,2945
mantén,Maintain,2946
verlos,see them,2947
biblioteca,library,2948
fila,row,2949
ésto,this,2950
misterio,mystery,2951
ganador,winner,2952
puerto,port,2953
vehículo,vehicle,2954
escapó,escaped,2955
traeré,I'll bring,2956
julio,July,2957
lograr,achieve,2958
desaparecer,disappear,2959
muero,I die,2960
quítate,Quitate,2961
favorita,favorite,2962
patio,playground,2963
golpeó,hit,2964
tontería,foolishness,2965
miss,Miss,2966
pecado,sin,2967
comité,committee,2968
preparada,prepared,2969
comprado,bought,2970
parezca,it seems,2971
emocionante,exciting,2972
caras,faces,2973
rescate,rescue,2974
título,qualification,2975
llegaste,you arrived,2976
decírtelo,tell you,2977
adivina,guess,2978
elizabeth,Elizabeth.,2979
pánico,panic,2980
barry,Barry.,2981
quieran,Wish,2982
abby,ABBY.,2983
exterior,Exterior,2984
pasión,passion,2985
llegan,arrive.,2986
preparar,prepare,2987
guau,Wow,2988
patrick,Patrick.,2989
tierras,land,2990
demostrar,show,2991
elegante,Elegant,2992
asegurarme,Ensure me.,2993
visitar,visit,2994
asegúrate,Make sure,2995
darles,give them,2996
cabezas,Cabezas,2997
abra,Abra.,2998
andrew,Andrew,2999
dean,dean,3000
ambiente,environment,3001
conde,count,3002
urgente,urgent,3003
impuestos,taxes,3004
antonio,Antonio,3005
distinto,different,3006
encantan,Enchantment,3007
ron,Ron,3008
marcas,marks,3009
ayudarlo,Help him.,3010
leyendo,Reading,3011
adecuado,suitable,3012
cajas,boxes,3013
abandonar,Leave,3014
dispara,shoot,3015
buscamos,We are looking for,3016
funcionando,running,3017
traté,I tried,3018
cia,Inc,3019
tomen,Take,3020
darnos,give us,3021
intentas,Try,3022
lily,Lily.,3023
gustado,Like it,3024
jamie,Jamie.,3025
luchando,fighting,3026
apesta,stinks,3027
volando,flying,3028
periódicos,newspapers,3029
lucas,Luke,3030
detenido,arrested,3031
curioso,curious,3032
tetas,tits,3033
caro,expensive,3034
asco,disgust,3035
usó,use,3036
buscas,Looking for,3037
amanda,Amanda.,3038
salgo,I'm on my way out,3039
decirnos,Tell us,3040
enseñó,I teach,3041
rick,rick,3042
mírate,look to you,3043
stan,Stan.,3044
debiste,you debited.,3045
océano,ocean,3046
bolas,balls,3047
nuevamente,again,3048
damos,we give,3049
pagado,paid out,3050
federal,federal,3051
cuán,how,3052
escalera,stairs,3053
acepto,I agree,3054
km,Km.,3055
terapia,therapy,3056
lágrimas,tears,3057
terreno,ground,3058
autoridad,authority,3059
encuentran,Find,3060
roca,rock,3061
superficie,surface,3062
cubierta,cover,3063
terry,Terry,3064
hierba,Herb,3065
juan,John,3066
prometido,promised,3067
crecer,grow,3068
mental,mental,3069
extranjero,Foreign,3070
madame,Madame.,3071
prometí,promised,3072
mismas,Same,3073
existen,exist,3074
veas,go to S,3075
lento,slow,3076
dirige,direction.,3077
capaces,able,3078
chino,Chinese,3079
vuelvan,Route,3080
meta,goal,3081
suelta,loose,3082
despedida,fired,3083
sucedido,happened,3084
pasta,pasta,3085
cristal,crystal,3086
vegas,Vegas,3087
gritando,Screaming,3088
pare,St.,3089
peces,fish,3090
brown,Brown.,3091
guardar,save,3092
podían,They could,3093
sabían,They knew,3094
literalmente,literally,3095
salvó,except,3096
aprecio,appreciation,3097
fotografía,Photography,3098
patrón,Pattern,3099
esposas,wives,3100
king,King,3101
desafío,challenge,3102
asombroso,amazing,3103
pedazos,Pieces,3104
robin,Robin.,3105
sales,you go out,3106
clínica,clinic,3107
atrapar,catch,3108
experto,expert,3109
medida,measure,3110
tele,TV,3111
desagradable,unpleasant,3112
custodia,custody,3113
nacido,born,3114
anuncio,ad,3115
física,physical,3116
hollywood,Hollywood,3117
empezado,started,3118
ma,Ma.,3119
fiebre,fever,3120
johnson,Johnson.,3121
compañera,partner,3122
ayudarla,help her,3123
desgraciado,unfortunate,3124
organización,organization,3125
echa,ECHA.,3126
mina,mine,3127
honestamente,honestly,3128
deuda,debt,3129
digan,Say,3130
transporte,transport,3131
cocinar,Cook,3132
delicioso,delicious,3133
podíamos,we could,3134
greg,Greg,3135
dirás,You will say,3136
habilidades,skills,3137
sentimiento,feeling,3138
pudieras,You could,3139
golpes,hits,3140
nadar,to swim,3141
operaciones,operations,3142
admitir,to admit,3143
templo,temple,3144
adios,bye Bye,3145
maravilla,Wonderful,3146
quita,remove,3147
mate,mate,3148
piano,piano,3149
bombas,pumps,3150
paredes,walls,3151
pantalla,screen,3152
italia,Italy,3153
pusieron,They put on,3154
sally,Sally,3155
amén,Amen,3156
mac,Mac.,3157
civil,civil,3158
fantasmas,Ghosts,3159
gasolina,gasoline,3160
sabia,I knew,3161
tyler,Tyler,3162
judíos,Jews,3163
s.,s.,3164
tripulación,crew,3165
pagan,Pagan,3166
arrestado,arrested,3167
extraños,strangers,3168
canta,sings,3169
texas,Texas,3170
estando,Standing,3171
flor,flower,3172
ricky,Ricky,3173
usan,Usan,3174
cruzar,Cross,3175
esperemos,let's hope,3176
guía,guide,3177
preocuparte,worry,3178
enseñar,to teach,3179
irán,Iran,3180
conferencia,conference,3181
miro,I look,3182
habitaciones,rooms,3183
galletas,biscuits,3184
hablarle,talk about,3185
delito,crime,3186
atacar,attack,3187
objeto,object,3188
disparos,shots,3189
museo,Museum,3190
ruedas,wheels,3191
recientemente,Recently,3192
huevo,egg,3193
violación,violation,3194
regresó,Return,3195
sufrir,suffer,3196
tina,tub,3197
terminamos,finished,3198
disponible,available,3199
rica,delicious,3200
habilidad,skill,3201
práctica,practice,3202
acabe,Finish,3203
amado,loved,3204
haberle,Haber,3205
volvemos,we return,3206
tendrías,You would have,3207
maestra,teacher,3208
city,CITY.,3209
pastillas,tablets,3210
aprendí,I learned,3211
cable,cable,3212
nacimiento,birth,3213
consciente,aware,3214
alcance,scope,3215
evento,event,3216
alquiler,rental,3217
ordenador,computer,3218
incidente,incident,3219
huh,Huh,3220
escribí,I wrote.,3221
estuvieron,They were,3222
intentaré,I will try,3223
pensamiento,thought,3224
metió,I met.,3225
maleta,suitcase,3226
condado,county,3227
piezas,pieces,3228
ladrones,burglars,3229
metro,subway,3230
kilos,kilos.,3231
recuerde,Remember,3232
español,Spanish,3233
motivos,reasons,3234
explica,Explain,3235
renunciar,give up,3236
actuación,performance,3237
refugio,refuge,3238
harto,Fed up,3239
reacción,reaction,3240
paliza,beating,3241
chef,Chef,3242
ocurra,occurrence,3243
marty,Marty.,3244
l,L.,3245
entrado,entered.,3246
quitar,put off,3247
amanecer,dawn,3248
molly,Molly,3249
corazones,hearts,3250
rumores,rumors,3251
llames,calls,3252
celoso,jealous,3253
utilizar,use,3254
territorio,territory,3255
olvide,forgot,3256
prácticamente,practically,3257
disfrutar,to enjoy,3258
intentaba,Try,3259
vecino,neighbor,3260
pública,Public,3261
collar,necklace,3262
golf,Golf,3263
betty,Betty.,3264
marco,frame,3265
cercano,near,3266
fondos,money,3267
ross,Ross.,3268
bruce,Bruce,3269
montar,mount,3270
salvado,saved,3271
grados,degrees,3272
dylan,Dylan.,3273
moto,motorcycle,3274
instrucciones,instructions,3275
treinta,thirty,3276
gordon,Gordon.,3277
adonde,where to,3278
hablarte,talk to you,3279
jesse,Jesse,3280
emperador,emperor,3281
cigarrillo,cigarette,3282
cuéntame,Tell me,3283
do,do,3284
secreta,secret,3285
haberse,have,3286
hitler,Hitler,3287
anne,Anne.,3288
mortal,mortal,3289
ronda,round,3290
cuídate,take care of yourself,3291
metal,metal,3292
puro,pure,3293
cierre,closing,3294
colores,colors,3295
eva,Eve,3296
rusia,Russia,3297
botón,button,3298
hijas,daughters,3299
tenerlo,have it,3300
tono,tone,3301
espía,spy,3302
empleados,employees,3303
conduce,she drives,3304
detalle,detail,3305
estuvieras,You were there,3306
oliver,Oliver,3307
rusos,Russians,3308
déjala,leave her,3309
crema,cream,3310
roy,ROY.,3311
contesta,answer,3312
casarte,marry,3313
manda,Manda.,3314
dias,days,3315
prisioneros,prisoners,3316
echado,lying,3317
trajiste,trajiste,3318
charlotte,Charlotte.,3319
flota,fleet,3320
marie,Marie,3321
criminales,Criminals,3322
mmm,mmm,3323
platos,plates,3324
crímenes,crimes,3325
cometido,task,3326
golpear,hit,3327
igualmente,equally,3328
dispararon,They shot,3329
dejará,will leave,3330
tontos,Fools,3331
sabría,would know,3332
abran,Open,3333
ayudante,assistant,3334
cultura,culture,3335
revolución,revolution,3336
hombro,shoulder,3337
botas,boots,3338
adoro,I like,3339
olvidó,I forget,3340
biblia,Bible,3341
saludos,regards,3342
katie,Katie.,3343
deme,give me,3344
adultos,Adults,3345
sitios,Sites,3346
serpiente,snake,3347
parker,Parker.,3348
nathan,Nathan.,3349
romántico,Romantic,3350
posiblemente,possibly,3351
adivinar,guess,3352
peores,worst,3353
buscan,looking for,3354
enfrente,in front,3355
restos,remains,3356
capacidad,ability,3357
aliento,breath,3358
placa,license plate,3359
rata,rat,3360
áfrica,Africa,3361
entendí,I understood,3362
metas,goals,3363
cuadro,frame,3364
afortunado,lucky,3365
puestos,posts,3366
japón,Japan,3367
división,division,3368
subtítulos,Subtitle,3369
entradas,tickets,3370
bicicleta,bicycle,3371
vuestras,your,3372
pesado,heavy,3373
sugiero,suggesto.,3374
calla,shut up,3375
espacial,space,3376
st,St.,3377
ventanas,Windows,3378
mejorar,to get better,3379
concurso,competition,3380
comisaría,Police station,3381
sincero,sincere,3382
centavos,cents,3383
naturalmente,naturally,3384
deseas,you want,3385
pasara,it will happen,3386
jay,Jay.,3387
esperado,expected,3388
ocurrir,occur,3389
pondrá,will,3390
recursos,resources,3391
raza,race,3392
muestras,Samples,3393
personales,personnel,3394
wilson,Wilson.,3395
imaginación,imagination,3396
volverás,you will come back,3397
ceremonia,ceremony,3398
almacén,store,3399
sabor,flavor,3400
sentarse,sit down,3401
on,ON.,3402
unión,Union,3403
frankie,Frankie.,3404
reserva,booking,3405
españa,Spain,3406
encanto,charm,3407
aviones,planes,3408
calidad,quality,3409
escondido,hidden,3410
citas,quotes,3411
aceite,oil,3412
pusiste,pusiste,3413
querrá,will want,3414
punta,tip,3415
cinturón,belt,3416
podrán,will be able,3417
cuales,which,3418
chiste,joke,3419
consecuencias,consequences,3420
sinceramente,to be honest,3421
lewis,Lewis,3422
hablaste,You talked about,3423
vaca,cow,3424
investigando,doing research,3425
vuelven,Voucher,3426
chloe,Chloe.,3427
prisionero,prisoner,3428
investigar,investigate,3429
apellido,last name,3430
actual,current,3431
despertar,wake,3432
instante,instant,3433
vincent,Vincent,3434
ud,You,3435
morirá,You will die,3436
sacaste,You took off.,3437
justin,Justin,3438
traiga,Bring,3439
sentada,sitting,3440
mueva,Move.,3441
jordan,Jordan,3442
terminé,I finished,3443
emociones,emotions,3444
dormitorio,bedroom,3445
pulso,pulse,3446
atreves,domestos.,3447
frase,sentence,3448
partida,departure,3449
sabíamos,We knew,3450
parezco,I look like,3451
excelencia,excellence,3452
despedido,fired,3453
moral,moral,3454
asalto,assault,3455
decente,decent,3456
informes,reports,3457
asusta,scare,3458
trabajan,they work,3459
my,MY.,3460
doug,Doug.,3461
poca,little,3462
pasaría,It would happen,3463
médica,medical.,3464
combustible,fuel,3465
discusión,discussion,3466
verán,Verán.,3467
ciertas,Certain,3468
pata,paw,3469
jean,Jean,3470
antiguos,ancient,3471
requiere,requires,3472
cogido,caught,3473
comunicación,communication,3474
manzana,Apple,3475
sed,thirst,3476
tio,uncle,3477
joyas,jewels,3478
cojones,balls,3479
noble,noble,3480
ee.uu.,USA.,3481
trabajamos,we work,3482
pediste,you asked for,3483
encontrarla,Find it,3484
piedras,stones,3485
traidor,traitor,3486
gané,I win,3487
letra,lyrics,3488
conseguimos,We got,3489
vía,via,3490
sacerdote,priest,3491
efectos,effects,3492
resistencia,resistance,3493
arroz,rice,3494
arreglado,fixed up,3495
tarjetas,Cards,3496
descubrió,discovered,3497
desconocido,unknown,3498
mínimo,minimum,3499
disparado,fired,3500
boston,boston,3501
entienden,they understand,3502
bandera,flag,3503
llamarte,call you,3504
plaza,Plaza,3505
entrando,entering,3506
tomará,it will take,3507
visitas,visits,3508
cooper,Cooper,3509
demasiada,Too much,3510
faltan,missing,3511
planeado,planned,3512
imperio,empire,3513
esperaré,I will wait,3514
enfadada,angry,3515
levantar,get up,3516
cartera,briefcase,3517
jeremy,Jeremy,3518
importar,to import,3519
depósito,Deposit,3520
colegas,colleagues,3521
periodista,journalist,3522
comprobar,find out,3523
funcione,FUNCTION.,3524
nina,little girl,3525
mereces,mereces,3526
forense,forensic,3527
tensión,tension,3528
involucrado,involved,3529
vacía,empty,3530
abandonado,abandoned,3531
vídeo,video,3532
ruso,Russian,3533
círculo,circle,3534
judío,Jewish,3535
cole,cole,3536
gritos,Screams,3537
carol,Carol,3538
empecemos,let us begin,3539
resultó,turned out,3540
campos,Fields,3541
váyanse,Váyanse,3542
escribiendo,writing,3543
divertida,fun,3544
pasen,pass,3545
pinta,Pinta,3546
supo,he knew,3547
ascensor,elevator,3548
quedarnos,to stay,3549
matará,will kill,3550
aparecer,Appear,3551
helicóptero,helicopter,3552
actuando,acting,3553
ooh,ooh,3554
pasas,raisins,3555
apúrate,hurry up,3556
big,Big.,3557
entregar,deliver,3558
escape,escape,3559
indios,Indians,3560
limpieza,cleaning,3561
rebecca,Rebecca,3562
querrás,you will want,3563
hueso,bone,3564
jessica,Jessica,3565
magnífico,magnificent,3566
trabajadores,Workers,3567
caída,drop,3568
temperatura,temperature,3569
habia,there was,3570
dejaría,I would leave,3571
encontrará,will find,3572
ejercicio,exercise,3573
lealtad,loyalty,3574
alas,at,3575
pasaron,Passion,3576
invitación,invitation,3577
diamantes,Diamonds,3578
unidades,units,3579
miller,Miller.,3580
enojada,annoyed,3581
decimos,We say,3582
leyenda,legend,3583
gilipollas,douchebag,3584
tomaste,do you drink tea,3585
paraíso,paradise,3586
gatos,Cats,3587
costumbre,custom,3588
podria,might,3589
cabaña,cabin,3590
secretaria,Secretary,3591
lentamente,slowly,3592
ensayo,test,3593
pagó,payment,3594
familiares,Family,3595
gimnasio,Gym,3596
negativo,negative,3597
lenguaje,language,3598
pájaros,Birds.,3599
presenta,presentment,3600
quedes,you have left,3601
garaje,garage,3602
palo,stick,3603
león,Lion,3604
oídos,ears,3605
dick,dick,3606
espaldas,Back,3607
apuestas,bets,3608
científico,scientific,3609
incluyendo,Including,3610
pelotas,balls,3611
actividad,exercise,3612
dragón,dragon,3613
necesite,Need,3614
intentamos,We try,3615
aguantar,endure,3616
davis,Davis,3617
primeras,First,3618
generación,generation,3619
sexuales,sexual,3620
apetece,apetece,3621
grupos,Groups,3622
capital,capital,3623
dejemos,Let's leave,3624
habrías,You would have,3625
máquinas,Machines,3626
barato,cheap,3627
monsieur,Monsieur,3628
sistemas,Systems,3629
fingir,pretend,3630
pensarlo,think about it,3631
miércoles,Wednesday,3632
escritor,Writer,3633
solitario,lonely,3634
recibo,receipt,3635
conocerlo,know him,3636
pudimos,we could,3637
convertirse,become,3638
almas,Souls.,3639
salto,jump,3640
sonar,Dream,3641
publicidad,advertising,3642
russell,Russell,3643
temporal,temporary,3644
antecedentes,background,3645
probado,tried,3646
todd,Todd.,3647
kenny,Kenny.,3648
llamaron,They called,3649
atractivo,attractive,3650
váyase,Go away,3651
barra,bar,3652
aniversario,anniversary,3653
intereses,interests,3654
madres,mothers,3655
deba,Deba,3656
imagina,Imagine,3657
niñera,Baby sitter,3658
movimientos,Movements,3659
quince,fifteen,3660
holmes,Holmes.,3661
muro,Wall,3662
recibe,receives,3663
luce,Luce.,3664
nací,I was born,3665
prima,cousin,3666
cubierto,covered,3667
contando,Counting,3668
reír,to laugh,3669
producto,product,3670
daños,damage,3671
abrazo,hug,3672
gafas,glasses,3673
arreglarlo,fix it,3674
sobrino,nephew,3675
man,Man.,3676
demanda,demand,3677
elecciones,elections,3678
construcción,building,3679
ayudaré,I'll help,3680
buscado,wanted,3681
criaturas,Creatures,3682
dejarla,Leave it,3683
internacional,international,3684
perfil,profile,3685
trozo,piece,3686
actriz,actress,3687
repito,I repeat,3688
bendiga,bless,3689
pistas,tracks,3690
whoa,Whoa.,3691
vecindario,neighborhood,3692
hannah,Hannah,3693
marcus,Marcus.,3694
ataques,Attacks,3695
razonable,reasonable,3696
vende,sell,3697
gerente,manager,3698
sensible,sensitive,3699
ríe,Laugh,3700
izquierdo,left,3701
personalidad,personality,3702
camina,Walk,3703
traes,trained,3704
tuvieras,You had,3705
albert,Albert.,3706
conté,Conté,3707
preparando,preparing,3708
secretario,secretary,3709
rueda,wheel,3710
sorprendido,Surprised,3711
profundamente,deeply,3712
conoció,she met,3713
grano,grain,3714
pagaré,I will pay,3715
límites,limits,3716
moneda,coin,3717
super,Super,3718
piedad,piety,3719
militares,military,3720
seguía,Following,3721
tocado,touched,3722
ciudadanos,Citizens,3723
creado,created,3724
temas,topics,3725
acepta,you accept,3726
encerrado,locked,3727
opinas,OPINIONS.,3728
empiezo,I start,3729
borde,edge,3730
llevarla,take it,3731
barcos,boats,3732
toby,Toby,3733
pudieron,could,3734
tocando,playing,3735
harvey,Harvey.,3736
profesora,professor,3737
dejame,let me,3738
expresión,expression,3739
asesinada,murdered,3740
escándalo,scandal,3741
nervios,nerves,3742
ios,os.,3743
randy,Randy.,3744
emoción,emotion,3745
blake,Blake,3746
catherine,Catherine.,3747
oficialmente,officially,3748
perdedor,loser,3749
margaret,Margaret.,3750
sienten,Feel,3751
rumbo,course,3752
valle,Valley,3753
ian,Ian.,3754
x,X.,3755
viejas,Old,3756
buscaba,I was looking for,3757
científicos,scientists,3758
gorda,fat woman,3759
juventud,youth,3760
hayamos,We have,3761
preocupación,concern,3762
desnudo,naked,3763
guión,screenplay,3764
grant,Grant.,3765
envié,Send.,3766
señoritas,ladies,3767
carreras,careers,3768
tratas,You try,3769
sucia,dirty,3770
sophie,Sophie,3771
ratas,rats,3772
mayo,may,3773
tirado,Shot,3774
heroína,heroin,3775
háblame,tell me,3776
contestar,to answer,3777
caos,chaos,3778
alternativa,alternative,3779
estupidez,stupidity,3780
derek,Derek.,3781
sorprendente,surprising,3782
pedirte,ask for,3783
principios,beginning,3784
egoísta,selfish,3785
mostraré,I'll show,3786
sentarme,sit down,3787
verdaderamente,truly,3788
enhorabuena,Congratulations,3789
casey,Casey,3790
peligrosa,dangerous,3791
ánimo,cheer up,3792
viajes,travels,3793
lujo,luxury,3794
mia,mine,3795
cantando,singing,3796
religión,religion,3797
nate,Nate,3798
risas,laughter,3799
despejado,clear,3800
miserable,miserable,3801
hierro,iron,3802
corona,Crown,3803
wayne,Wayne.,3804
serías,You would be,3805
dispositivo,device,3806
mencionar,to mention,3807
brad,Brad.,3808
mencionó,He mentioned,3809
inmunidad,immunity,3810
grabación,recording,3811
producción,production,3812
nuclear,nuclear,3813
clima,climate,3814
puesta,put,3815
buscarlo,Search it,3816
carácter,character,3817
prostituta,prostitute,3818
llamarlo,call him,3819
steven,Steven,3820
máscara,mask,3821
alegre,cheerful,3822
comprender,understand,3823
volviste,returned,3824
cambiando,Changing,3825
alianza,alliance,3826
encontrarás,you'll find,3827
positivo,positive,3828
siglos,centuries,3829
serían,would,3830
desafortunadamente,Unfortunately,3831
guitarra,guitar,3832
hacían,They did,3833
estrategia,strategy,3834
entré,Come in,3835
vinimos,We came,3836
frecuencia,frequency,3837
poli,cop,3838
that,that.,3839
elena,Elena,3840
discúlpame,forgive me,3841
llevé,I carried,3842
vince,Vince,3843
prohibido,forbidden,3844
caray,Wow,3845
arruinar,to ruin,3846
masa,mass,3847
existencia,existence,3848
túnel,tunnel,3849
bromas,jokes,3850
evitarlo,Avoid it,3851
industria,industry,3852
trasera,rear,3853
monstruos,Monsters,3854
mete,mete.,3855
conseguiré,I will get,3856
inocentes,Innocents,3857
colección,collection,3858
empleado,employee,3859
fatal,fatal,3860
stephen,Stephen,3861
olivia,Olivia.,3862
intente,try,3863
expediente,proceedings,3864
nancy,Nancy.,3865
putas,whores,3866
jess,jess.,3867
petición,petition,3868
ayudado,helped,3869
lou,Lou.,3870
presentación,presentation,3871
beth,Beth,3872
vendido,sold out,3873
cerebral,cerebral,3874
coraje,courage,3875
adulto,adult,3876
rubia,blonde,3877
mandar,send,3878
pierdes,you lose,3879
gano,won,3880
almorzar,to have lunch,3881
caridad,charity,3882
oscar,Oscar.,3883
sepan,Sepan.,3884
llegada,arrival,3885
capítulo,chapter,3886
disculparme,apologize,3887
viniera,Viniera.,3888
gastos,expenses,3889
sentirse,feel,3890
entren,Come in,3891
quédese,Stay,3892
tarta,pie,3893
volvería,I would go back.,3894
jersey,sweater,3895
mataría,Mataría,3896
breve,brief,3897
obras,plays,3898
acero,steel,3899
llévame,ride me,3900
street,Street,3901
suceda,happening,3902
cigarrillos,cigarettes,3903
funcionará,it will work,3904
alicia,Alicia,3905
haberla,Haber,3906
camarada,comrade,3907
confesión,confession,3908
dijimos,we said,3909
coartada,alibi,3910
desnuda,naked,3911
payaso,clown,3912
rayo,lightning,3913
guay,Guay.,3914
naves,ships.,3915
americana,americana.,3916
político,politician,3917
diseño,design,3918
condenado,condemned,3919
convencido,convinced,3920
edward,Edward.,3921
policia,police,3922
italiano,Italian,3923
pedro,Pedro,3924
mm,MM.,3925
camiseta,T shirt,3926
vendrán,They will come,3927
extrañas,foreign,3928
impacto,impact,3929
equipaje,Baggage,3930
lois,Lois.,3931
sufrimiento,suffering,3932
salieron,They left,3933
mantente,Stay,3934
sabiendo,Knowing,3935
maten,Morte.,3936
adolescente,Teen,3937
soltero,single,3938
descubrí,I discovered,3939
tranquilos,quiet,3940
influencia,influence,3941
oxígeno,oxygen,3942
experimento,experiment,3943
absurdo,absurd,3944
algun,some,3945
habrían,They would have,3946
ponerle,put on,3947
empiece,Empiece.,3948
devolver,give back,3949
propuesta,proposal,3950
tómalo,take it,3951
michelle,Michelle,3952
abrió,Opened,3953
plantas,floors,3954
cantante,singer,3955
traición,treason,3956
cementerio,graveyard,3957
florida,Florida,3958
pozo,water well,3959
patrulla,patrol,3960
brandon,Brandon,3961
planeando,planning,3962
ann,Ann.,3963
tragedia,tragedy,3964
ethan,Ethan.,3965
miami,Miami,3966
autoridades,authorities,3967
trate,Treat,3968
procedimiento,process,3969
fantasía,fantasy,3970
billetes,Banknotes,3971
ganamos,we won,3972
secuestro,kidnapping,3973
sabrás,You will know,3974
prestado,borrowed.,3975
bodas,wedding,3976
béisbol,baseball,3977
ciudades,cities,3978
conejo,rabbit,3979
pregúntale,ask her,3980
billete,ticket,3981
esperanzas,hopes,3982
díselo,tell her,3983
significado,meaning,3984
mueren,Die,3985
shawn,Shawn.,3986
cincuenta,fifty,3987
jugadores,players,3988
web,Web,3989
apropiado,appropriate,3990
robot,robot,3991
considerado,considered,3992
alcanzar,attain,3993
patatas,potatoes,3994
mantenga,keep up,3995
continuación,continuation,3996
tradición,tradition,3997
países,Countries,3998
ocultar,hide,3999
tendríamos,We would have,4000
electricidad,electricity,4001
bebidas,beverages,4002
siguió,Followed,4003
reto,challenge,4004
aldea,village,4005
robaron,Robed,4006
aguas,Agua.,4007
caminos,roads,4008
ellen,ELLEN.,4009
permitido,permitted,4010
alli,there,4011
cima,top,4012
éi,Éi.,4013
risa,laughter,4014
cumplido,compliment,4015
objetos,objects,4016
decide,decide,4017
pregunte,I asked for,4018
once,eleven,4019
matan,Matan,4020
terrorista,terrorist,4021
tomes,Tomes,4022
términos,Terms,4023
reyes,Kings,4024
revés,reverse,4025
explotar,exploit,4026
maletas,Baggage,4027
nubes,clouds,4028
circo,circus,4029
darse,do,4030
west,West.,4031
prometiste,promised,4032
tanque,tank,4033
uñas,nails,4034
encargaré,I will order,4035
terroristas,terrorists,4036
estúpidos,stupid,4037
héroes,heroes,4038
salta,Salta.,4039
daremos,We will give,4040
agradecido,grateful,4041
victor,Victor,4042
terror,terror,4043
keith,Keith,4044
sacrificio,sacrifice,4045
destrucción,destruction,4046
teddy,Teddy.,4047
texto,text,4048
peleas,Fights,4049
liga,league,4050
martha,Martha.,4051
ana,Ana,4052
enviaré,I will send.,4053
teléfonos,phones,4054
porno,for not,4055
diera,died,4056
oscura,dark,4057
tuyos,yours,4058
olvido,I forget,4059
queridos,dear ones,4060
colina,hill,4061
bromeas,jokes,4062
sano,healthy,4063
únicos,unique,4064
musical,musical,4065
pastor,Shepherd,4066
ponerlo,Put it,4067
naranja,Orange,4068
batería,battery,4069
trabajó,job,4070
reuniones,Meetings,4071
sue,Sue.,4072
figura,figure,4073
jesucristo,Jesus Christ,4074
funcionan,do they work,4075
voces,voices,4076
caroline,Caroline.,4077
jacob,Jacob,4078
caramba,Caramba,4079
callejón,alley,4080
técnica,technique,4081
marshall,Marshall,4082
refería,referral,4083
notado,noted,4084
maquillaje,make-up,4085
lanzar,throw,4086
cadáveres,corpses,4087
atacó,Attack,4088
vendiendo,selling,4089
bailando,dancing,4090
tenerte,to have you,4091
cubrir,cover,4092
liz,Liz.,4093
policial,police,4094
fase,phase,4095
gus,GUS.,4096
joseph,Joseph,4097
importaba,Imported,4098
armada,navy,4099
fea,ugly,4100
porquería,filth,4101
mickey,Mickey.,4102
superar,overcome,4103
disfruta,enjoy,4104
sueldo,salary,4105
abiertos,open,4106
piénsalo,think about it,4107
testimonio,testimony,4108
incómodo,uncomfortable,4109
oyó,or me,4110
costado,side stand,4111
apaga,turns off,4112
considerando,considering,4113
bolsas,bags,4114
seguiré,I will continue,4115
imaginé,I imagined,4116
detenerlo,Stop it,4117
diana,Diana,4118
pasaporte,passport,4119
infancia,childhood,4120
suele,usually,4121
productos,products,4122
rocas,Rocks,4123
reverendo,reverend,4124
mediodía,noon,4125
golpeado,beaten,4126
destruido,destroyed,4127
reconozco,I recognize,4128
plástico,plastic,4129
young,Young,4130
barba,beard,4131
mago,Wizard,4132
hojas,leaves,4133
conocerla,know her,4134
hallar,find,4135
mantequilla,Butter,4136
lidiar,Lidiar,4137
sentencia,judgment,4138
ideal,ideal,4139
dámelo,give it to me,4140
mandó,command,4141
residencia,home,4142
francamente,frankly,4143
guerrero,Warrior,4144
ayudo,helped,4145
